image_path,ground_truth
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000000-4C4FHWxwNaMyohLZt.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000015-ceXK8kdaSPB6ojqyZ.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000030-JqzDhfF6nR2wLt5dh.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000045-7nyNoWkZdoYr7CXa8.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000060-RezTnP6tKcPngNX5L.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000075-QiHFeD5XJCmhf4oQu.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000090-texZDfwT9iwYNRRgG.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000105-dGhhn5isEciBcm4Kh.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000120-wL5LL3hey6HeprLEt.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000135-doBTjevToEjCAXbrz.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000150-mCb5xZ3NsykJTySm7.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000165-QgFfTTjKQ3vBoek3y.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000180-ioP2AstLukvvSQqNy.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000195-WyEiQ9whdSabDBFz7.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000210-TvhngHEBSnvXtcAXS.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000225-MiJC44sYvEWepdTuK.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000240-ez9BCnHfM6BAb98yR.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000255-Y56C5LQh45y9wHxTS.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000270-AFJ2A96MgC3NdCuKA.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000285-ijGWHCEETWYmtjvDr.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000300-7j42s9uBoET5EYsJL.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000315-GuYtsQYsAMwBMGqeR.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000330-qFeh2Qpu5GKEvLPqt.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000345-ueKkMktw6gHYfwQdy.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000360-GaZnMMse6mkHKng63.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000375-P4T5iAtYh9j83P4oY.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000390-v5nrHzK9wprt3YT6r.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000405-BrAdtQzH3kwgEQjJD.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000420-xu8vZjdpoXn48ik9b.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000435-xoWdB9bRdFYwi8vnb.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000450-BA4p5cv9iTkB9Ke6s.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000465-omej4D9aqpDPaLamD.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000480-oSY5E3Ek3PcxWvp6x.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000495-JswBF72qP5LpyRZKE.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000510-NWMt38W9GPNDXCBhT.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000525-Wj7A6cgJL9gy83aaY.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000540-xsMYi97SDv5ykFRon.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000555-nHfhhFTkHqNFzFL6o.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000570-42SYLv95ic8mKf4pe.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000585-TBqsvLppeg33h9nBa.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000600-fMWnHwjDnMA2bmSsD.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000615-ZBbqQ6bvq74Y3LSms.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000630-J6eB7KyPZY4mSxWft.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000645-ny8vxSmp8G4J8y3eY.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000660-cN4m9jJRQpSbXfi79.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000675-EoyDxYnrKjQXGCi2D.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000690-fe7PhqNPzFymDYD2e.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000705-QigveiFNY7MiM7Mn7.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-000715-wu3jGKqL9ee4iMLbx.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-001015-bKF8hfWfhGJ45xLJb.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-24ysbPEGoEKKDvRt6-frame-001315-A4LSMmXB3fye8u4cx.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-2Af3dwvs6YPfwSSf6-frame-000000-imW24bapJsHpTahce.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-2Af3dwvs6YPfwSSf6-frame-000150-ayBLsXJtTeTQoJjQm.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-2Af3dwvs6YPfwSSf6-frame-000300-YKDrgdzngkZkkPNcz.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-2Af3dwvs6YPfwSSf6-frame-000450-kxTJGy8gXikQMYjkq.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-2Af3dwvs6YPfwSSf6-frame-000600-7xocuSbRZZqCuKzRo.jpg,Thermal
Dataset/FLIR_ADAS_v2/images_thermal_train/data/video-2Af3dwvs6YPfwSSf6-frame-000750-rPyosiZnszXixiWpq.jpg,Thermal
