image_path,ground_truth
Dataset/LLVIP/infrared/train/010001.jpg,Thermal
Dataset/LLVIP/infrared/train/010002.jpg,Thermal
Dataset/LLVIP/infrared/train/010003.jpg,Thermal
Dataset/LLVIP/infrared/train/010004.jpg,Thermal
Dataset/LLVIP/infrared/train/010005.jpg,Thermal
Dataset/LLVIP/infrared/train/010006.jpg,Thermal
Dataset/LLVIP/infrared/train/010007.jpg,Thermal
Dataset/LLVIP/infrared/train/010008.jpg,Thermal
Dataset/LLVIP/infrared/train/010009.jpg,Thermal
Dataset/LLVIP/infrared/train/010010.jpg,Thermal
Dataset/LLVIP/infrared/train/010011.jpg,Thermal
Dataset/LLVIP/infrared/train/010012.jpg,Thermal
Dataset/LLVIP/infrared/train/010013.jpg,Thermal
Dataset/LLVIP/infrared/train/010014.jpg,Thermal
Dataset/LLVIP/infrared/train/010015.jpg,Thermal
Dataset/LLVIP/infrared/train/010016.jpg,Thermal
Dataset/LLVIP/infrared/train/010017.jpg,Thermal
Dataset/LLVIP/infrared/train/010018.jpg,Thermal
Dataset/LLVIP/infrared/train/010019.jpg,Thermal
Dataset/LLVIP/infrared/train/010020.jpg,Thermal
Dataset/LLVIP/infrared/train/010021.jpg,Thermal
Dataset/LLVIP/infrared/train/010022.jpg,Thermal
Dataset/LLVIP/infrared/train/010023.jpg,Thermal
Dataset/LLVIP/infrared/train/010024.jpg,Thermal
Dataset/LLVIP/infrared/train/010025.jpg,Thermal
Dataset/LLVIP/infrared/train/010026.jpg,Thermal
Dataset/LLVIP/infrared/train/010027.jpg,Thermal
Dataset/LLVIP/infrared/train/010028.jpg,Thermal
Dataset/LLVIP/infrared/train/010029.jpg,Thermal
Dataset/LLVIP/infrared/train/010030.jpg,Thermal
Dataset/LLVIP/infrared/train/010031.jpg,Thermal
Dataset/LLVIP/infrared/train/010032.jpg,Thermal
Dataset/LLVIP/infrared/train/010033.jpg,Thermal
Dataset/LLVIP/infrared/train/010034.jpg,Thermal
Dataset/LLVIP/infrared/train/010035.jpg,Thermal
Dataset/LLVIP/infrared/train/010036.jpg,Thermal
Dataset/LLVIP/infrared/train/010037.jpg,Thermal
Dataset/LLVIP/infrared/train/010038.jpg,Thermal
Dataset/LLVIP/infrared/train/010039.jpg,Thermal
Dataset/LLVIP/infrared/train/010040.jpg,Thermal
Dataset/LLVIP/infrared/train/010041.jpg,Thermal
Dataset/LLVIP/infrared/train/010042.jpg,Thermal
Dataset/LLVIP/infrared/train/010043.jpg,Thermal
Dataset/LLVIP/infrared/train/010044.jpg,Thermal
Dataset/LLVIP/infrared/train/010045.jpg,Thermal
Dataset/LLVIP/infrared/train/010046.jpg,Thermal
Dataset/LLVIP/infrared/train/010047.jpg,Thermal
Dataset/LLVIP/infrared/train/010048.jpg,Thermal
Dataset/LLVIP/infrared/train/010049.jpg,Thermal
Dataset/LLVIP/infrared/train/010050.jpg,Thermal
Dataset/LLVIP/infrared/train/010051.jpg,Thermal
